snapshot_date,product_id,warehouse,units_on_hand
2024-03-31,79,Central,8
2024-03-31,80,West,133
2024-03-31,80,East,283
2024-03-31,80,Central,478
2024-03-31,81,West,299
2024-03-31,81,East,296
2024-03-31,81,Central,368
2024-03-31,82,West,213
2024-03-31,82,East,151
2024-03-31,82,Central,78
2024-03-31,83,West,100
2024-03-31,83,East,168
2024-03-31,83,Central,117
2024-03-31,84,West,194
2024-03-31,84,East,291
2024-03-31,84,Central,426
2024-03-31,85,West,125
2024-03-31,85,East,255
2024-03-31,85,Central,281
2024-03-31,86,West,335
2024-03-31,86,East,483
2024-03-31,86,Central,350
2024-03-31,87,West,172
2024-03-31,87,East,131
2024-03-31,87,Central,390
2024-03-31,88,West,420
2024-03-31,88,East,250
2024-03-31,88,Central,494
2024-03-31,89,West,370
2024-03-31,89,East,328
2024-03-31,89,Central,378
2024-03-31,90,West,251
2024-03-31,90,East,235
2024-03-31,90,Central,86
2024-04-30,1,West,375
2024-04-30,1,East,407
2024-04-30,1,Central,180
2024-04-30,2,West,86
2024-04-30,2,East,71
2024-04-30,2,Central,368
2024-04-30,3,West,279
2024-04-30,3,East,250
2024-04-30,3,Central,94
2024-04-30,4,West,469
2024-04-30,4,East,455
2024-04-30,4,Central,277
2024-04-30,5,West,328
2024-04-30,5,East,490
2024-04-30,5,Central,30
2024-04-30,6,West,268
2024-04-30,6,East,17
2024-04-30,6,Central,429
2024-04-30,7,West,433
2024-04-30,7,East,38
2024-04-30,7,Central,483
2024-04-30,8,West,418
2024-04-30,8,East,342
2024-04-30,8,Central,24
2024-04-30,9,West,391
2024-04-30,9,East,3
2024-04-30,9,Central,211
2024-04-30,10,West,70
2024-04-30,10,East,431
2024-04-30,10,Central,322
2024-04-30,11,West,118
2024-04-30,11,East,34
2024-04-30,11,Central,362
2024-04-30,12,West,77
2024-04-30,12,East,4
2024-04-30,12,Central,111
2024-04-30,13,West,258
2024-04-30,13,East,233
2024-04-30,13,Central,191
2024-04-30,14,West,30
2024-04-30,14,East,316
2024-04-30,14,Central,326
2024-04-30,15,West,341
2024-04-30,15,East,478
2024-04-30,15,Central,315
2024-04-30,16,West,467
2024-04-30,16,East,247
2024-04-30,16,Central,337
2024-04-30,17,West,249
2024-04-30,17,East,8
2024-04-30,17,Central,3
2024-04-30,18,West,272
2024-04-30,18,East,282
2024-04-30,18,Central,210
2024-04-30,19,West,6
2024-04-30,19,East,8
2024-04-30,19,Central,271
2024-04-30,20,West,369
2024-04-30,20,East,140
2024-04-30,20,Central,274
2024-04-30,21,West,500
2024-04-30,21,East,146
2024-04-30,21,Central,8
2024-04-30,22,West,257
2024-04-30,22,East,416
2024-04-30,22,Central,357
2024-04-30,23,West,345
2024-04-30,23,East,220
2024-04-30,23,Central,412
2024-04-30,24,West,481
2024-04-30,24,East,465
2024-04-30,24,Central,91
2024-04-30,25,West,54
2024-04-30,25,East,470
2024-04-30,25,Central,49
2024-04-30,26,West,268
2024-04-30,26,East,76
2024-04-30,26,Central,123
2024-04-30,27,West,98
2024-04-30,27,East,317
2024-04-30,27,Central,269
2024-04-30,28,West,129
2024-04-30,28,East,417
2024-04-30,28,Central,181
2024-04-30,29,West,136
2024-04-30,29,East,407
2024-04-30,29,Central,203
2024-04-30,30,West,40
2024-04-30,30,East,191
2024-04-30,30,Central,491
2024-04-30,31,West,207
2024-04-30,31,East,235
2024-04-30,31,Central,289
2024-04-30,32,West,124
2024-04-30,32,East,356
2024-04-30,32,Central,115
2024-04-30,33,West,153
2024-04-30,33,East,350
2024-04-30,33,Central,423
2024-04-30,34,West,434
2024-04-30,34,East,41
2024-04-30,34,Central,334
2024-04-30,35,West,439
2024-04-30,35,East,332
2024-04-30,35,Central,388
2024-04-30,36,West,16
2024-04-30,36,East,47
2024-04-30,36,Central,207
2024-04-30,37,West,194
2024-04-30,37,East,193
2024-04-30,37,Central,282
2024-04-30,38,West,243
2024-04-30,38,East,28
2024-04-30,38,Central,326
2024-04-30,39,West,4
2024-04-30,39,East,359
2024-04-30,39,Central,87
2024-04-30,40,West,42
2024-04-30,40,East,255
2024-04-30,40,Central,432
2024-04-30,41,West,222
2024-04-30,41,East,330
2024-04-30,41,Central,401
2024-04-30,42,West,169
2024-04-30,42,East,289
2024-04-30,42,Central,500
2024-04-30,43,West,439
2024-04-30,43,East,498
2024-04-30,43,Central,48
2024-04-30,44,West,458
2024-04-30,44,East,270
2024-04-30,44,Central,470
2024-04-30,45,West,21
2024-04-30,45,East,117
2024-04-30,45,Central,108
2024-04-30,46,West,461
2024-04-30,46,East,444
2024-04-30,46,Central,354
2024-04-30,47,West,454
2024-04-30,47,East,290
2024-04-30,47,Central,243
2024-04-30,48,West,138
2024-04-30,48,East,23
2024-04-30,48,Central,473
2024-04-30,49,West,38
2024-04-30,49,East,350
2024-04-30,49,Central,473
2024-04-30,50,West,143
2024-04-30,50,East,460
2024-04-30,50,Central,278
2024-04-30,51,West,288
2024-04-30,51,East,336
2024-04-30,51,Central,16
2024-04-30,52,West,91
2024-04-30,52,East,475
2024-04-30,52,Central,435
2024-04-30,53,West,161
2024-04-30,53,East,8
2024-04-30,53,Central,492
2024-04-30,54,West,106
2024-04-30,54,East,300
2024-04-30,54,Central,73
2024-04-30,55,West,385
2024-04-30,55,East,420
2024-04-30,55,Central,364
2024-04-30,56,West,420
2024-04-30,56,East,203
2024-04-30,56,Central,475
2024-04-30,57,West,39
2024-04-30,57,East,153
2024-04-30,57,Central,83
2024-04-30,58,West,288
2024-04-30,58,East,123
2024-04-30,58,Central,290
2024-04-30,59,West,427
2024-04-30,59,East,434
2024-04-30,59,Central,199
2024-04-30,60,West,346
2024-04-30,60,East,459
2024-04-30,60,Central,276
2024-04-30,61,West,169
2024-04-30,61,East,196
2024-04-30,61,Central,386
2024-04-30,62,West,378
2024-04-30,62,East,71
2024-04-30,62,Central,404
2024-04-30,63,West,352
2024-04-30,63,East,370
2024-04-30,63,Central,40
2024-04-30,64,West,256
2024-04-30,64,East,381
2024-04-30,64,Central,498
2024-04-30,65,West,177
2024-04-30,65,East,27
2024-04-30,65,Central,50
2024-04-30,66,West,223
2024-04-30,66,East,118
2024-04-30,66,Central,429
2024-04-30,67,West,38
2024-04-30,67,East,174
2024-04-30,67,Central,309
2024-04-30,68,West,393
2024-04-30,68,East,314
2024-04-30,68,Central,488
2024-04-30,69,West,304
2024-04-30,69,East,203
2024-04-30,69,Central,496
2024-04-30,70,West,396
2024-04-30,70,East,167
2024-04-30,70,Central,15
2024-04-30,71,West,324
2024-04-30,71,East,139
2024-04-30,71,Central,401
2024-04-30,72,West,230
2024-04-30,72,East,251
2024-04-30,72,Central,116
2024-04-30,73,West,182
2024-04-30,73,East,283
2024-04-30,73,Central,481
2024-04-30,74,West,192
2024-04-30,74,East,221
2024-04-30,74,Central,95
2024-04-30,75,West,348
2024-04-30,75,East,299
2024-04-30,75,Central,338
2024-04-30,76,West,194
2024-04-30,76,East,43
2024-04-30,76,Central,395
2024-04-30,77,West,316
2024-04-30,77,East,151
2024-04-30,77,Central,408
2024-04-30,78,West,126
2024-04-30,78,East,365
2024-04-30,78,Central,37
2024-04-30,79,West,42
2024-04-30,79,East,137
2024-04-30,79,Central,78
2024-04-30,80,West,194
2024-04-30,80,East,364
2024-04-30,80,Central,401
2024-04-30,81,West,324
2024-04-30,81,East,78
2024-04-30,81,Central,378
2024-04-30,82,West,199
2024-04-30,82,East,162
2024-04-30,82,Central,184
2024-04-30,83,West,54
2024-04-30,83,East,46
2024-04-30,83,Central,2
2024-04-30,84,West,482
2024-04-30,84,East,157
2024-04-30,84,Central,227
2024-04-30,85,West,184
2024-04-30,85,East,389
2024-04-30,85,Central,138
2024-04-30,86,West,52
2024-04-30,86,East,67
2024-04-30,86,Central,44
2024-04-30,87,West,95
2024-04-30,87,East,220
2024-04-30,87,Central,229
2024-04-30,88,West,285
2024-04-30,88,East,284
2024-04-30,88,Central,262
2024-04-30,89,West,208
2024-04-30,89,East,52
2024-04-30,89,Central,13
2024-04-30,90,West,45
2024-04-30,90,East,181
2024-04-30,90,Central,283
2024-05-30,1,West,47
2024-05-30,1,East,305
2024-05-30,1,Central,306
2024-05-30,2,West,401
2024-05-30,2,East,166
2024-05-30,2,Central,442
2024-05-30,3,West,197
2024-05-30,3,East,6
2024-05-30,3,Central,149
2024-05-30,4,West,211
2024-05-30,4,East,198
2024-05-30,4,Central,398
2024-05-30,5,West,43
2024-05-30,5,East,371
2024-05-30,5,Central,461
2024-05-30,6,West,286
2024-05-30,6,East,463
2024-05-30,6,Central,500
2024-05-30,7,West,124
2024-05-30,7,East,292
2024-05-30,7,Central,266
2024-05-30,8,West,86
2024-05-30,8,East,350
2024-05-30,8,Central,194
2024-05-30,9,West,86
2024-05-30,9,East,71
2024-05-30,9,Central,137
2024-05-30,10,West,154
2024-05-30,10,East,137
2024-05-30,10,Central,252
2024-05-30,11,West,74
2024-05-30,11,East,32
2024-05-30,11,Central,85
2024-05-30,12,West,222
2024-05-30,12,East,141
2024-05-30,12,Central,215
2024-05-30,13,West,153
2024-05-30,13,East,247
2024-05-30,13,Central,400
2024-05-30,14,West,39
2024-05-30,14,East,184
2024-05-30,14,Central,128
2024-05-30,15,West,483
2024-05-30,15,East,126
2024-05-30,15,Central,369
2024-05-30,16,West,320
2024-05-30,16,East,253
2024-05-30,16,Central,304
2024-05-30,17,West,315
2024-05-30,17,East,100
2024-05-30,17,Central,234
2024-05-30,18,West,54
2024-05-30,18,East,69
2024-05-30,18,Central,155
2024-05-30,19,West,3
2024-05-30,19,East,485
2024-05-30,19,Central,202
2024-05-30,20,West,170
2024-05-30,20,East,430
2024-05-30,20,Central,317
2024-05-30,21,West,194
2024-05-30,21,East,411
2024-05-30,21,Central,441
2024-05-30,22,West,168
2024-05-30,22,East,225
2024-05-30,22,Central,171
2024-05-30,23,West,220
2024-05-30,23,East,417
2024-05-30,23,Central,421
2024-05-30,24,West,440
2024-05-30,24,East,333
2024-05-30,24,Central,498
2024-05-30,25,West,304
2024-05-30,25,East,69
2024-05-30,25,Central,153
2024-05-30,26,West,164
2024-05-30,26,East,308
2024-05-30,26,Central,485
2024-05-30,27,West,355
2024-05-30,27,East,102
2024-05-30,27,Central,245
2024-05-30,28,West,160
2024-05-30,28,East,90
2024-05-30,28,Central,493
2024-05-30,29,West,203
2024-05-30,29,East,495
2024-05-30,29,Central,163
2024-05-30,30,West,149
2024-05-30,30,East,376
2024-05-30,30,Central,355
2024-05-30,31,West,324
2024-05-30,31,East,251
2024-05-30,31,Central,495
2024-05-30,32,West,294
2024-05-30,32,East,400
2024-05-30,32,Central,124
2024-05-30,33,West,166
2024-05-30,33,East,192
2024-05-30,33,Central,143
2024-05-30,34,West,418
2024-05-30,34,East,402
2024-05-30,34,Central,201
2024-05-30,35,West,186
2024-05-30,35,East,58
2024-05-30,35,Central,477
2024-05-30,36,West,288
2024-05-30,36,East,102
2024-05-30,36,Central,303
2024-05-30,37,West,279
2024-05-30,37,East,92
2024-05-30,37,Central,349
2024-05-30,38,West,393
2024-05-30,38,East,281
2024-05-30,38,Central,13
2024-05-30,39,West,487
2024-05-30,39,East,372
2024-05-30,39,Central,236
2024-05-30,40,West,482
2024-05-30,40,East,362
2024-05-30,40,Central,107
2024-05-30,41,West,224
2024-05-30,41,East,408
2024-05-30,41,Central,149
2024-05-30,42,West,425
2024-05-30,42,East,354
2024-05-30,42,Central,35
2024-05-30,43,West,419
2024-05-30,43,East,434
2024-05-30,43,Central,407
2024-05-30,44,West,407
2024-05-30,44,East,209
2024-05-30,44,Central,344
2024-05-30,45,West,255
2024-05-30,45,East,71
2024-05-30,45,Central,324
2024-05-30,46,West,155
2024-05-30,46,East,123
2024-05-30,46,Central,129
2024-05-30,47,West,337
2024-05-30,47,East,78
2024-05-30,47,Central,366
2024-05-30,48,West,216
2024-05-30,48,East,404
2024-05-30,48,Central,193
2024-05-30,49,West,37
2024-05-30,49,East,229
2024-05-30,49,Central,306
2024-05-30,50,West,245
2024-05-30,50,East,298
2024-05-30,50,Central,205
2024-05-30,51,West,273
2024-05-30,51,East,259
2024-05-30,51,Central,472
2024-05-30,52,West,471
2024-05-30,52,East,445
2024-05-30,52,Central,354
2024-05-30,53,West,214
2024-05-30,53,East,278
2024-05-30,53,Central,18
2024-05-30,54,West,404
2024-05-30,54,East,495
2024-05-30,54,Central,184
2024-05-30,55,West,359
2024-05-30,55,East,458
2024-05-30,55,Central,415
2024-05-30,56,West,274
2024-05-30,56,East,304
2024-05-30,56,Central,326
2024-05-30,57,West,468
2024-05-30,57,East,43
2024-05-30,57,Central,55
2024-05-30,58,West,393
2024-05-30,58,East,127
2024-05-30,58,Central,336
2024-05-30,59,West,340
2024-05-30,59,East,181
2024-05-30,59,Central,85
2024-05-30,60,West,331
2024-05-30,60,East,313
2024-05-30,60,Central,22
2024-05-30,61,West,288
2024-05-30,61,East,330
2024-05-30,61,Central,346
2024-05-30,62,West,331
2024-05-30,62,East,204
2024-05-30,62,Central,495
2024-05-30,63,West,385
2024-05-30,63,East,169
2024-05-30,63,Central,494
2024-05-30,64,West,407
2024-05-30,64,East,220
2024-05-30,64,Central,54
2024-05-30,65,West,5
2024-05-30,65,East,50
2024-05-30,65,Central,132
2024-05-30,66,West,113
2024-05-30,66,East,261
2024-05-30,66,Central,382
2024-05-30,67,West,265
2024-05-30,67,East,285
2024-05-30,67,Central,297
2024-05-30,68,West,352
2024-05-30,68,East,294
2024-05-30,68,Central,113
2024-05-30,69,West,228
2024-05-30,69,East,191
2024-05-30,69,Central,200
2024-05-30,70,West,237
2024-05-30,70,East,395
2024-05-30,70,Central,347
2024-05-30,71,West,301
2024-05-30,71,East,353
2024-05-30,71,Central,256
2024-05-30,72,West,77
2024-05-30,72,East,176
2024-05-30,72,Central,12
2024-05-30,73,West,247
2024-05-30,73,East,53
2024-05-30,73,Central,151
2024-05-30,74,West,212
2024-05-30,74,East,471
2024-05-30,74,Central,492
2024-05-30,75,West,43
2024-05-30,75,East,59
2024-05-30,75,Central,425
2024-05-30,76,West,481
2024-05-30,76,East,373
2024-05-30,76,Central,72
2024-05-30,77,West,178
2024-05-30,77,East,159
2024-05-30,77,Central,175
2024-05-30,78,West,233
2024-05-30,78,East,401
2024-05-30,78,Central,105
2024-05-30,79,West,266
2024-05-30,79,East,247
2024-05-30,79,Central,178
2024-05-30,80,West,243
2024-05-30,80,East,49
2024-05-30,80,Central,224
2024-05-30,81,West,369
2024-05-30,81,East,356
2024-05-30,81,Central,231
2024-05-30,82,West,163
2024-05-30,82,East,34
2024-05-30,82,Central,153
2024-05-30,83,West,22
2024-05-30,83,East,414
2024-05-30,83,Central,363
2024-05-30,84,West,58
2024-05-30,84,East,11
2024-05-30,84,Central,434
2024-05-30,85,West,175
2024-05-30,85,East,331
2024-05-30,85,Central,55
2024-05-30,86,West,346
2024-05-30,86,East,409
2024-05-30,86,Central,84
2024-05-30,87,West,476
2024-05-30,87,East,379
2024-05-30,87,Central,124
2024-05-30,88,West,264
2024-05-30,88,East,89
2024-05-30,88,Central,282
2024-05-30,89,West,81
2024-05-30,89,East,169
2024-05-30,89,Central,286
2024-05-30,90,West,218
2024-05-30,90,East,490
2024-05-30,90,Central,236
2024-06-29,1,West,118
2024-06-29,1,East,408
2024-06-29,1,Central,207
2024-06-29,2,West,322
2024-06-29,2,East,94
2024-06-29,2,Central,95
2024-06-29,3,West,327
2024-06-29,3,East,336
2024-06-29,3,Central,221
2024-06-29,4,West,202
2024-06-29,4,East,14
2024-06-29,4,Central,377
2024-06-29,5,West,314
2024-06-29,5,East,452
2024-06-29,5,Central,101
2024-06-29,6,West,230
2024-06-29,6,East,303
2024-06-29,6,Central,219
2024-06-29,7,West,199
2024-06-29,7,East,2
2024-06-29,7,Central,360
2024-06-29,8,West,109
2024-06-29,8,East,105
2024-06-29,8,Central,142
2024-06-29,9,West,385
2024-06-29,9,East,360
2024-06-29,9,Central,414
2024-06-29,10,West,407
2024-06-29,10,East,32
2024-06-29,10,Central,295
2024-06-29,11,West,52
2024-06-29,11,East,409
2024-06-29,11,Central,446
2024-06-29,12,West,274
2024-06-29,12,East,95
2024-06-29,12,Central,187
2024-06-29,13,West,166
2024-06-29,13,East,100
2024-06-29,13,Central,234
2024-06-29,14,West,58
2024-06-29,14,East,134
2024-06-29,14,Central,343
2024-06-29,15,West,441
2024-06-29,15,East,250
2024-06-29,15,Central,270
2024-06-29,16,West,494
2024-06-29,16,East,327
2024-06-29,16,Central,160
2024-06-29,17,West,305
2024-06-29,17,East,198
2024-06-29,17,Central,312
2024-06-29,18,West,200
2024-06-29,18,East,300
2024-06-29,18,Central,58
2024-06-29,19,West,178
2024-06-29,19,East,180
2024-06-29,19,Central,432
2024-06-29,20,West,234
2024-06-29,20,East,316
2024-06-29,20,Central,88
2024-06-29,21,West,416
2024-06-29,21,East,344
2024-06-29,21,Central,361
2024-06-29,22,West,409
2024-06-29,22,East,152
2024-06-29,22,Central,470
2024-06-29,23,West,314
2024-06-29,23,East,302
2024-06-29,23,Central,43
2024-06-29,24,West,344
2024-06-29,24,East,68
2024-06-29,24,Central,160
2024-06-29,25,West,60
2024-06-29,25,East,122
2024-06-29,25,Central,156
2024-06-29,26,West,59
2024-06-29,26,East,93
2024-06-29,26,Central,191
2024-06-29,27,West,355
2024-06-29,27,East,72
2024-06-29,27,Central,261
2024-06-29,28,West,198
2024-06-29,28,East,214
2024-06-29,28,Central,305
2024-06-29,29,West,70
2024-06-29,29,East,294
2024-06-29,29,Central,196
2024-06-29,30,West,216
2024-06-29,30,East,95
2024-06-29,30,Central,249
2024-06-29,31,West,325
2024-06-29,31,East,275
2024-06-29,31,Central,355
2024-06-29,32,West,470
2024-06-29,32,East,330
2024-06-29,32,Central,476
2024-06-29,33,West,88
2024-06-29,33,East,284
2024-06-29,33,Central,85
2024-06-29,34,West,250
2024-06-29,34,East,147
2024-06-29,34,Central,71
2024-06-29,35,West,95
2024-06-29,35,East,161
2024-06-29,35,Central,431
2024-06-29,36,West,230
2024-06-29,36,East,317
2024-06-29,36,Central,27
2024-06-29,37,West,443
2024-06-29,37,East,183
2024-06-29,37,Central,487
2024-06-29,38,West,4
2024-06-29,38,East,248
2024-06-29,38,Central,69
2024-06-29,39,West,99
2024-06-29,39,East,417
2024-06-29,39,Central,196
2024-06-29,40,West,493
2024-06-29,40,East,287
2024-06-29,40,Central,258
2024-06-29,41,West,334
2024-06-29,41,East,253
2024-06-29,41,Central,209
2024-06-29,42,West,350
2024-06-29,42,East,251
2024-06-29,42,Central,212
2024-06-29,43,West,363
2024-06-29,43,East,430
2024-06-29,43,Central,227
2024-06-29,44,West,250
2024-06-29,44,East,85
2024-06-29,44,Central,42
2024-06-29,45,West,289
2024-06-29,45,East,15
2024-06-29,45,Central,407
2024-06-29,46,West,389
2024-06-29,46,East,112
2024-06-29,46,Central,149
2024-06-29,47,West,16
2024-06-29,47,East,140
2024-06-29,47,Central,115
2024-06-29,48,West,275
2024-06-29,48,East,147
2024-06-29,48,Central,86
2024-06-29,49,West,399
2024-06-29,49,East,234
2024-06-29,49,Central,289
2024-06-29,50,West,380
2024-06-29,50,East,395
2024-06-29,50,Central,392
2024-06-29,51,West,253
2024-06-29,51,East,281
2024-06-29,51,Central,261
2024-06-29,52,West,57
2024-06-29,52,East,293
2024-06-29,52,Central,58
2024-06-29,53,West,137
2024-06-29,53,East,396
2024-06-29,53,Central,278
2024-06-29,54,West,421
2024-06-29,54,East,187
2024-06-29,54,Central,277
2024-06-29,55,West,421
2024-06-29,55,East,387
2024-06-29,55,Central,21
2024-06-29,56,West,389
2024-06-29,56,East,368
2024-06-29,56,Central,225
2024-06-29,57,West,279
2024-06-29,57,East,111
2024-06-29,57,Central,217
2024-06-29,58,West,52
2024-06-29,58,East,376
2024-06-29,58,Central,424
2024-06-29,59,West,334
2024-06-29,59,East,384
2024-06-29,59,Central,126
2024-06-29,60,West,152
2024-06-29,60,East,447
2024-06-29,60,Central,16
2024-06-29,61,West,230
2024-06-29,61,East,134
2024-06-29,61,Central,178
2024-06-29,62,West,441
2024-06-29,62,East,418
2024-06-29,62,Central,44
2024-06-29,63,West,224
2024-06-29,63,East,443
2024-06-29,63,Central,60
2024-06-29,64,West,397
2024-06-29,64,East,415
2024-06-29,64,Central,121
2024-06-29,65,West,107
2024-06-29,65,East,415
2024-06-29,65,Central,377
2024-06-29,66,West,301
2024-06-29,66,East,352
2024-06-29,66,Central,179
2024-06-29,67,West,440
2024-06-29,67,East,363
2024-06-29,67,Central,312
2024-06-29,68,West,323
2024-06-29,68,East,219
2024-06-29,68,Central,84
2024-06-29,69,West,315
2024-06-29,69,East,71
2024-06-29,69,Central,401
2024-06-29,70,West,105
2024-06-29,70,East,416
2024-06-29,70,Central,105
2024-06-29,71,West,412
2024-06-29,71,East,30
2024-06-29,71,Central,291
2024-06-29,72,West,179
2024-06-29,72,East,272
2024-06-29,72,Central,143
2024-06-29,73,West,305
2024-06-29,73,East,275
2024-06-29,73,Central,86
2024-06-29,74,West,165
2024-06-29,74,East,360
2024-06-29,74,Central,149
2024-06-29,75,West,148
2024-06-29,75,East,293
2024-06-29,75,Central,136
2024-06-29,76,West,487
2024-06-29,76,East,439
2024-06-29,76,Central,263
2024-06-29,77,West,460
2024-06-29,77,East,347
2024-06-29,77,Central,417
2024-06-29,78,West,48
2024-06-29,78,East,69
2024-06-29,78,Central,492
2024-06-29,79,West,384
2024-06-29,79,East,402
2024-06-29,79,Central,210
2024-06-29,80,West,470
2024-06-29,80,East,30
2024-06-29,80,Central,141
2024-06-29,81,West,443
2024-06-29,81,East,335
2024-06-29,81,Central,64
2024-06-29,82,West,359
2024-06-29,82,East,443
2024-06-29,82,Central,67
2024-06-29,83,West,127
2024-06-29,83,East,74
2024-06-29,83,Central,364
2024-06-29,84,West,164
2024-06-29,84,East,424
2024-06-29,84,Central,126
2024-06-29,85,West,389
2024-06-29,85,East,431
2024-06-29,85,Central,346
2024-06-29,86,West,201
2024-06-29,86,East,250
2024-06-29,86,Central,72
2024-06-29,87,West,295
2024-06-29,87,East,323
2024-06-29,87,Central,137
2024-06-29,88,West,321
2024-06-29,88,East,212
2024-06-29,88,Central,192
2024-06-29,89,West,231
2024-06-29,89,East,38
2024-06-29,89,Central,324
2024-06-29,90,West,406
2024-06-29,90,East,450
2024-06-29,90,Central,393
2024-07-29,1,West,47
2024-07-29,1,East,206
2024-07-29,1,Central,263
2024-07-29,2,West,383
2024-07-29,2,East,142
2024-07-29,2,Central,355
2024-07-29,3,West,479
2024-07-29,3,East,449
2024-07-29,3,Central,188
2024-07-29,4,West,232
2024-07-29,4,East,486
2024-07-29,4,Central,249
2024-07-29,5,West,167
2024-07-29,5,East,297
2024-07-29,5,Central,1
2024-07-29,6,West,444
2024-07-29,6,East,396
2024-07-29,6,Central,433
2024-07-29,7,West,375
2024-07-29,7,East,47
2024-07-29,7,Central,374
2024-07-29,8,West,497
2024-07-29,8,East,234
2024-07-29,8,Central,325
2024-07-29,9,West,340
2024-07-29,9,East,357
2024-07-29,9,Central,183
2024-07-29,10,West,435
2024-07-29,10,East,32
2024-07-29,10,Central,407
2024-07-29,11,West,273
2024-07-29,11,East,203
2024-07-29,11,Central,111
2024-07-29,12,West,495
2024-07-29,12,East,219
2024-07-29,12,Central,422
2024-07-29,13,West,108
2024-07-29,13,East,253
2024-07-29,13,Central,137
2024-07-29,14,West,165
2024-07-29,14,East,424
2024-07-29,14,Central,145
2024-07-29,15,West,172
2024-07-29,15,East,280
2024-07-29,15,Central,295
2024-07-29,16,West,66
2024-07-29,16,East,289
2024-07-29,16,Central,436
2024-07-29,17,West,248
2024-07-29,17,East,403
2024-07-29,17,Central,175
2024-07-29,18,West,457
2024-07-29,18,East,349
2024-07-29,18,Central,390
2024-07-29,19,West,24
2024-07-29,19,East,23
2024-07-29,19,Central,50
2024-07-29,20,West,320
2024-07-29,20,East,401
2024-07-29,20,Central,428
2024-07-29,21,West,235
2024-07-29,21,East,8
2024-07-29,21,Central,63
2024-07-29,22,West,475
2024-07-29,22,East,439
2024-07-29,22,Central,80
2024-07-29,23,West,225
2024-07-29,23,East,233
2024-07-29,23,Central,0
2024-07-29,24,West,490
2024-07-29,24,East,219
2024-07-29,24,Central,103
2024-07-29,25,West,352
2024-07-29,25,East,465
2024-07-29,25,Central,67
2024-07-29,26,West,451
2024-07-29,26,East,332
2024-07-29,26,Central,154
2024-07-29,27,West,81
2024-07-29,27,East,447
2024-07-29,27,Central,477
2024-07-29,28,West,448
2024-07-29,28,East,140
2024-07-29,28,Central,47
2024-07-29,29,West,335
2024-07-29,29,East,184
2024-07-29,29,Central,128
2024-07-29,30,West,42
2024-07-29,30,East,190
2024-07-29,30,Central,340
2024-07-29,31,West,462
2024-07-29,31,East,332
2024-07-29,31,Central,84
2024-07-29,32,West,26
2024-07-29,32,East,202
2024-07-29,32,Central,320
2024-07-29,33,West,156
2024-07-29,33,East,371
2024-07-29,33,Central,358
2024-07-29,34,West,386
2024-07-29,34,East,119
2024-07-29,34,Central,219
2024-07-29,35,West,335
2024-07-29,35,East,46
2024-07-29,35,Central,360
2024-07-29,36,West,48
2024-07-29,36,East,0
2024-07-29,36,Central,109
2024-07-29,37,West,244
2024-07-29,37,East,39
2024-07-29,37,Central,67
2024-07-29,38,West,303
2024-07-29,38,East,115
2024-07-29,38,Central,265
2024-07-29,39,West,348
2024-07-29,39,East,227
2024-07-29,39,Central,4
2024-07-29,40,West,4
2024-07-29,40,East,356
2024-07-29,40,Central,175
2024-07-29,41,West,418
2024-07-29,41,East,61
2024-07-29,41,Central,440
2024-07-29,42,West,216
2024-07-29,42,East,355
2024-07-29,42,Central,67
2024-07-29,43,West,244
2024-07-29,43,East,36
2024-07-29,43,Central,117
2024-07-29,44,West,196
2024-07-29,44,East,45
2024-07-29,44,Central,374
2024-07-29,45,West,412
2024-07-29,45,East,52
2024-07-29,45,Central,52
2024-07-29,46,West,160
2024-07-29,46,East,188
2024-07-29,46,Central,451
2024-07-29,47,West,153
2024-07-29,47,East,70
2024-07-29,47,Central,195
2024-07-29,48,West,396
2024-07-29,48,East,416
2024-07-29,48,Central,385
2024-07-29,49,West,447
2024-07-29,49,East,68
2024-07-29,49,Central,328
2024-07-29,50,West,346
2024-07-29,50,East,73
2024-07-29,50,Central,35
2024-07-29,51,West,271
2024-07-29,51,East,288
2024-07-29,51,Central,4
2024-07-29,52,West,312
2024-07-29,52,East,332
2024-07-29,52,Central,84
2024-07-29,53,West,225
2024-07-29,53,East,179
2024-07-29,53,Central,369
2024-07-29,54,West,109
2024-07-29,54,East,321
2024-07-29,54,Central,383
2024-07-29,55,West,77
2024-07-29,55,East,470
2024-07-29,55,Central,210
2024-07-29,56,West,315
2024-07-29,56,East,351
2024-07-29,56,Central,226
2024-07-29,57,West,440
2024-07-29,57,East,111
2024-07-29,57,Central,44
2024-07-29,58,West,459
2024-07-29,58,East,51
2024-07-29,58,Central,71
2024-07-29,59,West,385
2024-07-29,59,East,63
2024-07-29,59,Central,301
2024-07-29,60,West,373
2024-07-29,60,East,196
2024-07-29,60,Central,179
2024-07-29,61,West,493
2024-07-29,61,East,219
2024-07-29,61,Central,161
2024-07-29,62,West,405
2024-07-29,62,East,71
2024-07-29,62,Central,126
2024-07-29,63,West,141
2024-07-29,63,East,330
2024-07-29,63,Central,43
2024-07-29,64,West,127
2024-07-29,64,East,283
2024-07-29,64,Central,307
2024-07-29,65,West,307
2024-07-29,65,East,369
2024-07-29,65,Central,311
2024-07-29,66,West,145
2024-07-29,66,East,398
2024-07-29,66,Central,481
2024-07-29,67,West,353
2024-07-29,67,East,13
2024-07-29,67,Central,434
2024-07-29,68,West,433
2024-07-29,68,East,337
2024-07-29,68,Central,448
